Source,Target,UserId,MoveNumber,UserSuccess,SolverValue,MoveValue,PromptMode,LevelMode
83554,83554,RandomProb,9,failure,insight,correct,,
83554,83554,RandomProb,10,failure,insight,incorrect,,
83554,67114,RandomProb,11,failure,unknown-incorrect,incorrect,,
67114,83554,RandomProb,12,failure,insight,correct,,
83554,29623,RandomProb,13,failure,insight,incorrect,,
29623,83554,RandomProb,14,failure,insight,correct,,
83554,83554,RandomProb,15,failure,insight,correct,,
83554,39065,RandomProb,16,failure,,,,
24794,83025,RandomProb,0,failure,unknown-incorrect,incorrect,,
83025,90451,RandomProb,1,failure,insight,correct,,
90451,52175,RandomProb,2,failure,unknown-correct,correct,,
52175,34357,RandomProb,3,failure,unknown-incorrect,incorrect,,
34357,13479,RandomProb,4,failure,insight,correct,,
13479,13479,RandomProb,5,failure,insight,correct,,
13479,13479,RandomProb,6,failure,insight,correct,,
13479,48801,RandomProb,7,failure,unknown-correct,correct,,
48801,13479,RandomProb,8,failure,insight,correct,,
13479,13479,RandomProb,9,failure,insight,correct,,
13479,13479,RandomProb,10,failure,insight,correct,,
13479,67882,RandomProb,11,failure,unknown-incorrect,incorrect,,
67882,13479,RandomProb,12,failure,insight,incorrect,,
13479,14918,RandomProb,13,failure,unknown-incorrect,incorrect,,
14918,22238,RandomProb,14,failure,insight,incorrect,,
22238,45199,RandomProb,15,failure,insight,incorrect,,
45199,72020,RandomProb,16,failure,,,,
70795,71668,RandomProb,0,failure,unknown-correct,correct,,
71668,21961,RandomProb,1,failure,insight,correct,,
21961,17824,RandomProb,2,failure,unknown-correct,correct,,
17824,43529,RandomProb,3,failure,unknown-incorrect,incorrect,,
43529,64114,RandomProb,4,failure,insight,incorrect,,
64114,61332,RandomProb,5,failure,insight,correct,,
61332,61332,RandomProb,6,failure,insight,correct,,
61332,45531,RandomProb,7,failure,unknown-correct,correct,,
45531,72521,RandomProb,8,failure,unknown-correct,correct,,
72521,81774,RandomProb,9,failure,unknown-incorrect,incorrect,,
81774,29656,RandomProb,10,failure,unknown-correct,correct,,
29656,39395,RandomProb,11,failure,unknown-incorrect,incorrect,,
39395,25068,RandomProb,12,failure,unknown-correct,correct,,
25068,21714,RandomProb,13,failure,unknown-incorrect,incorrect,,
21714,47386,RandomProb,14,failure,unknown-incorrect,incorrect,,
47386,41199,RandomProb,15,failure,unknown-incorrect,incorrect,,
41199,15627,RandomProb,16,failure,insight,correct,,
15627,68985,RandomProb,17,failure,unknown-incorrect,incorrect,,
68985,11714,RandomProb,18,failure,unknown-correct,correct,,
11714,64114,RandomProb,19,failure,insight,correct,,
64114,62858,RandomProb,20,failure,unknown-incorrect,incorrect,,
62858,74432,RandomProb,21,failure,unknown-incorrect,incorrect,,
74432,64114,RandomProb,22,failure,insight,correct,,
64114,64114,RandomProb,23,failure,insight,correct,,
64114,64114,RandomProb,24,failure,insight,correct,,
64114,64114,RandomProb,25,failure,insight,correct,,
64114,39520,RandomProb,26,failure,unknown-incorrect,incorrect,,
39520,24622,RandomProb,27,failure,insight,correct,,
24622,15627,RandomProb,28,failure,insight,incorrect,,
15627,64114,RandomProb,29,failure,insight,correct,,
64114,98664,RandomProb,30,failure,unknown-incorrect,incorrect,,
98664,64114,RandomProb,31,failure,insight,correct,,
64114,64114,RandomProb,32,failure,insight,correct,,
64114,32991,RandomProb,33,failure,unknown-incorrect,incorrect,,
32991,64114,RandomProb,34,failure,insight,incorrect,,
64114,64114,RandomProb,35,failure,insight,correct,,
64114,64114,RandomProb,36,failure,insight,correct,,
64114,24622,RandomProb,37,failure,insight,correct,,
24622,19629,RandomProb,38,failure,insight,correct,,
19629,64114,RandomProb,39,failure,insight,incorrect,,
64114,64114,RandomProb,40,failure,insight,correct,,
64114,64114,RandomProb,41,failure,insight,correct,,
64114,15627,RandomProb,42,failure,insight,incorrect,,
15627,15627,RandomProb,43,failure,insight,correct,,
15627,75394,RandomProb,44,failure,unknown-correct,correct,,
75394,64114,RandomProb,45,failure,insight,correct,,
64114,64114,RandomProb,46,failure,insight,correct,,
64114,64114,RandomProb,47,failure,insight,incorrect,,
64114,17340,RandomProb,48,failure,,,,
83450,49727,RandomProb,0,failure,unknown-correct,correct,,
49727,90336,RandomProb,1,failure,unknown-incorrect,incorrect,,
90336,86418,RandomProb,2,failure,unknown-correct,correct,,
86418,69332,RandomProb,3,failure,unknown-incorrect,incorrect,,
69332,37229,RandomProb,4,failure,unknown-correct,correct,,
37229,67884,RandomProb,5,failure,unknown-correct,correct,,
67884,38742,RandomProb,6,failure,unknown-incorrect,incorrect,,
38742,83814,RandomProb,7,failure,insight,correct,,
83814,70803,RandomProb,8,failure,unknown-incorrect,incorrect,,
70803,77522,RandomProb,9,failure,unknown-correct,correct,,
77522,46970,RandomProb,10,failure,unknown-incorrect,incorrect,,
46970,48073,RandomProb,11,failure,unknown-correct,correct,,
48073,26885,RandomProb,12,failure,unknown-incorrect,incorrect,,
26885,26068,RandomProb,13,failure,insight,correct,,
26068,32679,RandomProb,14,failure,unknown-correct,correct,,
32679,56461,RandomProb,15,failure,unknown-incorrect,incorrect,,
56461,33609,RandomProb,16,failure,unknown-incorrect,incorrect,,
33609,85093,RandomProb,17,failure,insight,incorrect,,
85093,26068,RandomProb,18,failure,insight,correct,,
26068,14694,RandomProb,19,failure,insight,correct,,
14694,54667,RandomProb,20,failure,unknown-incorrect,incorrect,,
54667,61969,RandomProb,21,failure,unknown-incorrect,incorrect,,
61969,14694,RandomProb,22,failure,insight,correct,,
14694,84762,RandomProb,23,failure,insight,correct,,
84762,94267,RandomProb,24,failure,unknown-incorrect,incorrect,,
94267,72888,RandomProb,25,failure,unknown-correct,correct,,
72888,44025,RandomProb,26,failure,unknown-incorrect,incorrect,,
44025,91844,RandomProb,27,failure,insight,correct,,
91844,26068,RandomProb,28,failure,insight,correct,,
26068,95916,RandomProb,29,failure,insight,correct,,
95916,91844,RandomProb,30,failure,insight,correct,,
91844,13173,RandomProb,31,failure,unknown-correct,correct,,
13173,91844,RandomProb,32,failure,insight,correct,,
91844,91844,RandomProb,33,failure,insight,correct,,
91844,26068,RandomProb,34,failure,insight,correct,,
26068,67984,RandomProb,35,failure,insight,incorrect,,
67984,91844,RandomProb,36,failure,insight,correct,,
91844,67984,RandomProb,37,failure,insight,incorrect,,
67984,91844,RandomProb,38,failure,insight,correct,,
91844,95916,RandomProb,39,failure,insight,correct,,
95916,91844,RandomProb,40,failure,insight,correct,,
91844,91844,RandomProb,41,failure,insight,incorrect,,
91844,91844,RandomProb,42,failure,insight,incorrect,,
91844,91844,RandomProb,43,failure,insight,correct,,
91844,91844,RandomProb,44,failure,insight,correct,,
91844,26068,RandomProb,45,failure,insight,correct,,
26068,91844,RandomProb,46,failure,insight,correct,,
91844,91844,RandomProb,47,failure,insight,correct,,
91844,59915,RandomProb,48,failure,,,,
18908,59808,RandomProb,0,failure,unknown-correct,correct,,
59808,97749,RandomProb,1,failure,unknown-correct,correct,,
97749,80353,RandomProb,2,failure,unknown-incorrect,incorrect,,
80353,28503,RandomProb,3,failure,unknown-correct,correct,,
28503,55533,RandomProb,4,failure,unknown-incorrect,incorrect,,
55533,45303,RandomProb,5,failure,insight,correct,,
45303,12329,RandomProb,6,failure,unknown-correct,correct,,
12329,23829,RandomProb,7,failure,unknown-correct,correct,,
23829,63308,RandomProb,8,failure,insight,incorrect,,
63308,18044,RandomProb,9,failure,unknown-correct,correct,,
18044,45303,RandomProb,10,failure,insight,correct,,
45303,81972,RandomProb,11,failure,unknown-correct,correct,,
81972,67949,RandomProb,12,failure,insight,incorrect,,
67949,65960,RandomProb,13,failure,unknown-incorrect,incorrect,,
65960,45303,RandomProb,14,failure,insight,correct,,
45303,21465,RandomProb,15,failure,unknown-correct,correct,,
21465,45303,RandomProb,16,failure,insight,correct,,
45303,63308,RandomProb,17,failure,insight,incorrect,,
63308,45303,RandomProb,18,failure,insight,correct,,
45303,91948,RandomProb,19,failure,insight,incorrect,,
91948,45303,RandomProb,20,failure,insight,correct,,
45303,45303,RandomProb,21,failure,insight,correct,,
45303,45303,RandomProb,22,failure,insight,correct,,
45303,45303,RandomProb,23,failure,insight,incorrect,,
45303,91948,RandomProb,24,failure,insight,incorrect,,
91948,45303,RandomProb,25,failure,insight,correct,,
45303,91948,RandomProb,26,failure,insight,correct,,
91948,34809,RandomProb,27,failure,unknown-correct,correct,,
34809,45303,RandomProb,28,failure,insight,correct,,
45303,67949,RandomProb,29,failure,insight,incorrect,,
67949,45303,RandomProb,30,failure,insight,correct,,
45303,45303,RandomProb,31,failure,insight,correct,,
45303,91948,RandomProb,32,failure,insight,correct,,
91948,67949,RandomProb,33,failure,insight,correct,,
67949,20001,RandomProb,34,failure,unknown-correct,correct,,
20001,45303,RandomProb,35,failure,insight,incorrect,,
45303,67949,RandomProb,36,failure,insight,incorrect,,
67949,45303,RandomProb,37,failure,insight,correct,,
45303,45303,RandomProb,38,failure,insight,correct,,
45303,45303,RandomProb,39,failure,insight,incorrect,,
45303,45303,RandomProb,40,failure,insight,correct,,
45303,91948,RandomProb,41,failure,insight,correct,,
91948,45303,RandomProb,42,failure,insight,correct,,
45303,91948,RandomProb,43,failure,insight,correct,,
91948,45303,RandomProb,44,failure,insight,correct,,
45303,45303,RandomProb,45,failure,insight,correct,,
45303,45303,RandomProb,46,failure,insight,incorrect,,
45303,67949,RandomProb,47,failure,insight,incorrect,,
67949,64963,RandomProb,48,failure,,,,
26497,62217,RandomProb,0,failure,unknown-incorrect,incorrect,,
62217,20355,RandomProb,1,failure,unknown-correct,correct,,
20355,33091,RandomProb,2,failure,unknown-correct,correct,,
33091,12802,RandomProb,3,failure,unknown-incorrect,incorrect,,
12802,40985,RandomProb,4,failure,insight,incorrect,,
40985,87810,RandomProb,5,failure,insight,incorrect,,
87810,64845,RandomProb,6,failure,unknown-correct,correct,,
64845,98374,RandomProb,7,failure,insight,correct,,
98374,40985,RandomProb,8,failure,insight,correct,,
40985,40985,RandomProb,9,failure,insight,correct,,
40985,84796,RandomProb,10,failure,unknown-correct,correct,,
84796,40985,RandomProb,11,failure,insight,correct,,
40985,40985,RandomProb,12,failure,insight,incorrect,,
40985,40985,RandomProb,13,failure,insight,incorrect,,
40985,40985,RandomProb,14,failure,insight,correct,,
40985,40985,RandomProb,15,failure,insight,correct,,
40985,24778,RandomProb,16,failure,,,,
14870,10592,RandomProb,0,failure,insight,correct,,
10592,77589,RandomProb,1,failure,unknown-correct,correct,,
77589,62737,RandomProb,2,failure,unknown-correct,correct,,
62737,79420,RandomProb,3,failure,insight,correct,,
79420,74415,RandomProb,4,failure,unknown-correct,correct,,
74415,33164,RandomProb,5,failure,insight,correct,,
33164,96962,RandomProb,6,failure,unknown-correct,correct,,
96962,79232,RandomProb,7,failure,insight,correct,,
79232,16073,RandomProb,8,failure,unknown-incorrect,incorrect,,
16073,63076,RandomProb,9,failure,insight,correct,,
63076,46278,RandomProb,10,failure,unknown-incorrect,incorrect,,
46278,23564,RandomProb,11,failure,unknown-incorrect,incorrect,,
23564,85627,RandomProb,12,failure,unknown-incorrect,incorrect,,
85627,83417,RandomProb,13,failure,insight,correct,,
83417,33412,RandomProb,14,failure,unknown-incorrect,incorrect,,
33412,89394,RandomProb,15,failure,insight,correct,,
89394,29692,RandomProb,16,failure,,,,
64253,79411,RandomProb,0,failure,unknown-correct,correct,,
79411,75969,RandomProb,1,failure,unknown-correct,correct,,
75969,83105,RandomProb,2,failure,insight,correct,,
83105,51097,RandomProb,3,failure,insight,correct,,
51097,98311,RandomProb,4,failure,unknown-incorrect,incorrect,,
98311,57119,RandomProb,5,failure,insight,correct,,
57119,57119,RandomProb,6,failure,insight,correct,,
57119,57119,RandomProb,7,failure,insight,correct,,
57119,57119,RandomProb,8,failure,insight,correct,,
57119,57119,RandomProb,9,failure,insight,incorrect,,
57119,16777,RandomProb,10,failure,unknown-incorrect,incorrect,,
16777,42052,RandomProb,11,failure,unknown-correct,correct,,
42052,18713,RandomProb,12,failure,insight,incorrect,,
18713,18713,RandomProb,13,failure,insight,incorrect,,
18713,30493,RandomProb,14,failure,unknown-correct,correct,,
30493,18713,RandomProb,15,failure,insight,incorrect,,
18713,22653,RandomProb,16,failure,,,,
61227,36862,RandomProb,0,failure,unknown-correct,correct,,
36862,52638,RandomProb,1,failure,unknown-incorrect,incorrect,,
52638,56053,RandomProb,2,failure,unknown-incorrect,incorrect,,
56053,50205,RandomProb,3,failure,insight,incorrect,,
50205,19761,RandomProb,4,failure,unknown-incorrect,incorrect,,
19761,50205,RandomProb,5,failure,insight,correct,,
50205,50205,RandomProb,6,failure,insight,correct,,
50205,50205,RandomProb,7,failure,insight,correct,,
50205,50205,RandomProb,8,failure,insight,correct,,
50205,50205,RandomProb,9,failure,insight,correct,,
50205,47572,RandomProb,10,failure,insight,incorrect,,
47572,87796,RandomProb,11,failure,unknown-incorrect,incorrect,,
87796,50205,RandomProb,12,failure,insight,correct,,
50205,50205,RandomProb,13,failure,insight,incorrect,,
50205,67233,RandomProb,14,failure,unknown-correct,correct,,
67233,50205,RandomProb,15,failure,insight,incorrect,,
50205,23851,RandomProb,16,failure,,,,
27922,54608,RandomProb,0,failure,unknown-incorrect,incorrect,,
54608,13668,RandomProb,1,failure,insight,correct,,
13668,18467,RandomProb,2,failure,unknown-incorrect,incorrect,,
18467,21000,RandomProb,3,failure,unknown-correct,correct,,
21000,13668,RandomProb,4,failure,insight,correct,,
13668,13668,RandomProb,5,failure,insight,incorrect,,
13668,13668,RandomProb,6,failure,insight,incorrect,,
13668,14374,RandomProb,7,failure,insight,correct,,
14374,69554,RandomProb,8,failure,unknown-correct,correct,,
69554,13668,RandomProb,9,failure,insight,incorrect,,
13668,96921,RandomProb,10,failure,unknown-incorrect,incorrect,,
96921,13668,RandomProb,11,failure,insight,correct,,
13668,13668,RandomProb,12,failure,insight,correct,,
13668,13668,RandomProb,13,failure,insight,correct,,
13668,13668,RandomProb,14,failure,insight,incorrect,,
13668,13668,RandomProb,15,failure,insight,correct,,
13668,85094,RandomProb,16,failure,,,,
19992,21522,RandomProb,0,failure,insight,correct,,
21522,15464,RandomProb,1,failure,unknown-incorrect,incorrect,,
15464,51022,RandomProb,2,failure,unknown-incorrect,incorrect,,
51022,94255,RandomProb,3,failure,unknown-correct,correct,,
94255,33140,RandomProb,4,failure,unknown-correct,correct,,
33140,90112,RandomProb,5,failure,insight,correct,,
90112,23485,RandomProb,6,failure,insight,correct,,
23485,29061,RandomProb,7,failure,unknown-correct,correct,,
29061,59016,RandomProb,8,failure,unknown-correct,correct,,
59016,23485,RandomProb,9,failure,insight,correct,,
23485,11076,RandomProb,10,failure,insight,incorrect,,
11076,29517,RandomProb,11,failure,insight,correct,,
29517,29517,RandomProb,12,failure,insight,correct,,
29517,99626,RandomProb,13,failure,insight,correct,,
99626,11076,RandomProb,14,failure,insight,correct,,
11076,52726,RandomProb,15,failure,unknown-incorrect,incorrect,,
52726,24818,RandomProb,16,failure,,,,
77675,80190,CrossOpenOnly,0,failure,unknown-correct,correct,,
80190,33927,CrossOpenOnly,1,failure,unknown-incorrect,incorrect,,
33927,98911,CrossOpenOnly,2,failure,unknown-correct,correct,,
98911,19833,CrossOpenOnly,3,failure,insight,correct,,
19833,47673,CrossOpenOnly,4,failure,unknown-correct,correct,,
47673,86076,CrossOpenOnly,5,failure,insight,correct,,
86076,44726,CrossOpenOnly,6,failure,insight,correct,,
44726,44726,CrossOpenOnly,7,failure,insight,correct,,
44726,86076,CrossOpenOnly,8,failure,insight,incorrect,,
86076,44726,CrossOpenOnly,9,failure,insight,correct,,
44726,44726,CrossOpenOnly,10,failure,insight,incorrect,,
44726,44726,CrossOpenOnly,11,failure,insight,correct,,
44726,19833,CrossOpenOnly,12,failure,insight,correct,,
19833,86076,CrossOpenOnly,13,failure,insight,incorrect,,
86076,44726,CrossOpenOnly,14,failure,insight,incorrect,,
44726,86076,CrossOpenOnly,15,failure,insight,incorrect,,
86076,70315,CrossOpenOnly,16,failure,,,,
79300,91207,CrossOpenOnly,0,failure,unknown-incorrect,incorrect,,
91207,69854,CrossOpenOnly,1,failure,insight,incorrect,,
69854,69854,CrossOpenOnly,2,failure,insight,incorrect,,
69854,69854,CrossOpenOnly,3,failure,insight,correct,,
69854,69854,CrossOpenOnly,4,failure,insight,correct,,
69854,69854,CrossOpenOnly,5,failure,insight,correct,,
69854,69854,CrossOpenOnly,6,failure,insight,correct,,
69854,29643,CrossOpenOnly,7,failure,unknown-correct,correct,,
29643,69854,CrossOpenOnly,8,failure,insight,correct,,
69854,69854,CrossOpenOnly,9,failure,insight,correct,,
69854,69854,CrossOpenOnly,10,failure,insight,correct,,
69854,69854,CrossOpenOnly,11,failure,insight,correct,,
69854,51910,CrossOpenOnly,12,failure,insight,correct,,
51910,84974,CrossOpenOnly,13,failure,insight,incorrect,,
84974,84974,CrossOpenOnly,14,failure,insight,correct,,
84974,69854,CrossOpenOnly,15,failure,insight,correct,,
69854,47111,CrossOpenOnly,16,failure,,,,
84661,44305,CrossOpenOnly,0,failure,unknown-correct,correct,,
44305,90207,CrossOpenOnly,1,failure,unknown-incorrect,incorrect,,
90207,86333,CrossOpenOnly,2,failure,insight,correct,,
86333,61223,CrossOpenOnly,3,failure,insight,correct,,
61223,70853,CrossOpenOnly,4,failure,unknown-correct,correct,,
70853,92822,CrossOpenOnly,5,failure,unknown-correct,correct,,
92822,35113,CrossOpenOnly,6,failure,insight,incorrect,,
35113,92881,CrossOpenOnly,7,failure,insight,incorrect,,
92881,92881,CrossOpenOnly,8,failure,insight,correct,,
92881,24670,CrossOpenOnly,9,failure,unknown-correct,correct,,
24670,35113,CrossOpenOnly,10,failure,insight,correct,,
35113,92881,CrossOpenOnly,11,failure,insight,correct,,
92881,35113,CrossOpenOnly,12,failure,insight,incorrect,,
35113,92881,CrossOpenOnly,13,failure,insight,incorrect,,
92881,92881,CrossOpenOnly,14,failure,insight,correct,,
92881,35113,CrossOpenOnly,15,failure,insight,incorrect,,
35113,60784,CrossOpenOnly,16,failure,,,,
13430,85871,CrossOpenOnly,0,failure,unknown-correct,correct,,
85871,53173,CrossOpenOnly,1,failure,unknown-correct,correct,,
53173,99878,CrossOpenOnly,2,failure,insight,correct,,
99878,73703,CrossOpenOnly,3,failure,insight,correct,,
73703,56722,CrossOpenOnly,4,failure,unknown-correct,correct,,
56722,96431,CrossOpenOnly,5,failure,insight,correct,,
96431,96431,CrossOpenOnly,6,failure,insight,correct,,
96431,96431,CrossOpenOnly,7,failure,insight,correct,,
96431,96431,CrossOpenOnly,8,failure,insight,correct,,
96431,44108,CrossOpenOnly,9,failure,unknown-correct,correct,,
44108,12929,CrossOpenOnly,10,failure,insight,correct,,
12929,96431,CrossOpenOnly,11,failure,insight,correct,,
96431,95299,CrossOpenOnly,12,failure,unknown-incorrect,incorrect,,
95299,95644,CrossOpenOnly,13,failure,insight,incorrect,,
95644,38817,CrossOpenOnly,14,failure,insight,incorrect,,
38817,95644,CrossOpenOnly,15,failure,insight,incorrect,,
95644,33282,CrossOpenOnly,16,failure,,,,
24389,32624,CrossOpenOnly,0,failure,insight,correct,,
32624,72827,CrossOpenOnly,1,failure,unknown-correct,correct,,
72827,38480,CrossOpenOnly,2,failure,unknown-correct,correct,,
38480,26122,CrossOpenOnly,3,failure,unknown-correct,correct,,
26122,75366,CrossOpenOnly,4,failure,unknown-correct,correct,,
75366,15840,CrossOpenOnly,5,failure,unknown-incorrect,incorrect,,
15840,63043,CrossOpenOnly,6,failure,insight,incorrect,,
63043,82503,CrossOpenOnly,7,failure,insight,incorrect,,
82503,82503,CrossOpenOnly,8,failure,insight,correct,,
82503,71240,CrossOpenOnly,9,failure,unknown-incorrect,incorrect,,
71240,63043,CrossOpenOnly,10,failure,insight,incorrect,,
63043,63043,CrossOpenOnly,11,failure,insight,incorrect,,
63043,82503,CrossOpenOnly,12,failure,insight,incorrect,,
82503,63043,CrossOpenOnly,13,failure,insight,incorrect,,
63043,82503,CrossOpenOnly,14,failure,insight,correct,,
82503,82503,CrossOpenOnly,15,failure,insight,correct,,
82503,63098,CrossOpenOnly,16,failure,,,,
34576,23621,CrossOpenOnly,0,failure,insight,correct,,
23621,81226,CrossOpenOnly,1,failure,insight,correct,,
81226,81226,CrossOpenOnly,2,failure,insight,correct,,
81226,81226,CrossOpenOnly,3,failure,insight,correct,,
81226,81226,CrossOpenOnly,4,failure,insight,correct,,
81226,81226,CrossOpenOnly,5,failure,insight,correct,,
81226,81226,CrossOpenOnly,6,failure,insight,correct,,
81226,97275,CrossOpenOnly,7,failure,unknown-incorrect,incorrect,,
97275,85037,CrossOpenOnly,8,failure,unknown-correct,correct,,
85037,28076,CrossOpenOnly,9,failure,unknown-incorrect,incorrect,,
28076,54468,CrossOpenOnly,10,failure,insight,incorrect,,
54468,94174,CrossOpenOnly,11,failure,insight,correct,,
94174,22247,CrossOpenOnly,12,failure,unknown-incorrect,incorrect,,
22247,94174,CrossOpenOnly,13,failure,insight,correct,,
94174,54468,CrossOpenOnly,14,failure,insight,correct,,
54468,94174,CrossOpenOnly,15,failure,insight,correct,,
94174,95154,CrossOpenOnly,16,failure,,,,
83639,75212,CrossOpenOnly,0,failure,unknown-correct,correct,,
75212,31733,CrossOpenOnly,1,failure,unknown-correct,correct,,
31733,94596,CrossOpenOnly,2,failure,unknown-incorrect,incorrect,,
94596,99441,CrossOpenOnly,3,failure,insight,correct,,
99441,99441,CrossOpenOnly,4,failure,insight,incorrect,,
99441,99441,CrossOpenOnly,5,failure,insight,incorrect,,
99441,99441,CrossOpenOnly,6,failure,insight,correct,,
99441,99441,CrossOpenOnly,7,failure,insight,correct,,
99441,99441,CrossOpenOnly,8,failure,insight,correct,,
99441,43583,CrossOpenOnly,9,failure,unknown-incorrect,incorrect,,
43583,99441,CrossOpenOnly,10,failure,insight,correct,,
99441,99441,CrossOpenOnly,11,failure,insight,correct,,
99441,99441,CrossOpenOnly,12,failure,insight,correct,,
99441,99441,CrossOpenOnly,13,failure,insight,correct,,
99441,99441,CrossOpenOnly,14,failure,insight,incorrect,,
99441,99441,CrossOpenOnly,15,failure,insight,incorrect,,
99441,17812,CrossOpenOnly,16,failure,unknown-correct,correct,,
17812,37083,CrossOpenOnly,17,failure,insight,correct,,
37083,18032,CrossOpenOnly,18,failure,unknown-incorrect,incorrect,,
18032,28436,CrossOpenOnly,19,failure,insight,incorrect,,
28436,99441,CrossOpenOnly,20,failure,insight,correct,,
99441,36674,CrossOpenOnly,21,failure,insight,correct,,
36674,99441,CrossOpenOnly,22,failure,insight,correct,,
99441,99441,CrossOpenOnly,23,failure,insight,correct,,
99441,99441,CrossOpenOnly,24,failure,insight,correct,,
99441,99441,CrossOpenOnly,25,failure,insight,correct,,
99441,99441,CrossOpenOnly,26,failure,insight,correct,,
99441,86730,CrossOpenOnly,27,failure,unknown-incorrect,incorrect,,
86730,99441,CrossOpenOnly,28,failure,insight,correct,,
99441,99441,CrossOpenOnly,29,failure,insight,correct,,
99441,99441,CrossOpenOnly,30,failure,insight,correct,,
99441,28436,CrossOpenOnly,31,failure,insight,incorrect,,
28436,99441,CrossOpenOnly,32,failure,insight,incorrect,,
99441,99441,CrossOpenOnly,33,failure,insight,correct,,
99441,28436,CrossOpenOnly,34,failure,insight,correct,,
28436,60705,CrossOpenOnly,35,failure,insight,incorrect,,
60705,56037,CrossOpenOnly,36,failure,insight,correct,,
56037,16389,CrossOpenOnly,37,failure,unknown-correct,correct,,
16389,28436,CrossOpenOnly,38,failure,insight,incorrect,,
28436,99441,CrossOpenOnly,39,failure,insight,correct,,
99441,28436,CrossOpenOnly,40,failure,insight,correct,,
28436,15403,CrossOpenOnly,41,failure,unknown-correct,correct,,
15403,99441,CrossOpenOnly,42,failure,insight,correct,,
99441,99441,CrossOpenOnly,43,failure,insight,correct,,
99441,28436,CrossOpenOnly,44,failure,insight,incorrect,,
28436,28436,CrossOpenOnly,45,failure,insight,incorrect,,
28436,99441,CrossOpenOnly,46,failure,insight,correct,,
99441,99441,CrossOpenOnly,47,failure,insight,incorrect,,
99441,50979,CrossOpenOnly,48,failure,,,,
39705,10645,CrossOpenOnly,0,failure,unknown-incorrect,incorrect,,
10645,50583,CrossOpenOnly,1,failure,unknown-correct,correct,,
50583,85818,CrossOpenOnly,2,failure,unknown-incorrect,incorrect,,
85818,88980,CrossOpenOnly,3,failure,insight,incorrect,,
88980,88980,CrossOpenOnly,4,failure,insight,incorrect,,
88980,88980,CrossOpenOnly,5,failure,insight,correct,,
88980,88980,CrossOpenOnly,6,failure,insight,correct,,
88980,88980,CrossOpenOnly,7,failure,insight,correct,,
88980,88980,CrossOpenOnly,8,failure,insight,correct,,
88980,33510,CrossOpenOnly,9,failure,unknown-incorrect,incorrect,,
33510,88980,CrossOpenOnly,10,failure,insight,incorrect,,
88980,88980,CrossOpenOnly,11,failure,insight,correct,,
88980,88980,CrossOpenOnly,12,failure,insight,correct,,
88980,88980,CrossOpenOnly,13,failure,insight,correct,,
88980,68403,CrossOpenOnly,14,failure,unknown-correct,correct,,
68403,26949,CrossOpenOnly,15,failure,insight,correct,,
26949,41845,CrossOpenOnly,16,failure,unknown-incorrect,incorrect,,
41845,27954,CrossOpenOnly,17,failure,insight,correct,,
27954,87584,CrossOpenOnly,18,failure,insight,correct,,
87584,88980,CrossOpenOnly,19,failure,insight,correct,,
88980,88980,CrossOpenOnly,20,failure,insight,correct,,
88980,45756,CrossOpenOnly,21,failure,unknown-correct,correct,,
45756,87584,CrossOpenOnly,22,failure,insight,incorrect,,
87584,88980,CrossOpenOnly,23,failure,insight,correct,,
88980,88980,CrossOpenOnly,24,failure,insight,correct,,
88980,88980,CrossOpenOnly,25,failure,insight,incorrect,,
88980,81022,CrossOpenOnly,26,failure,unknown-correct,correct,,
81022,87584,CrossOpenOnly,27,failure,insight,correct,,
87584,88980,CrossOpenOnly,28,failure,insight,correct,,
88980,87584,CrossOpenOnly,29,failure,insight,incorrect,,
87584,98322,CrossOpenOnly,30,failure,unknown-correct,correct,,
98322,83220,CrossOpenOnly,31,failure,insight,correct,,
83220,83220,CrossOpenOnly,32,failure,insight,correct,,
83220,11267,CrossOpenOnly,33,failure,unknown-incorrect,incorrect,,
11267,88980,CrossOpenOnly,34,failure,insight,correct,,
88980,88980,CrossOpenOnly,35,failure,insight,correct,,
88980,88980,CrossOpenOnly,36,failure,insight,incorrect,,
88980,88980,CrossOpenOnly,37,failure,insight,correct,,
88980,87584,CrossOpenOnly,38,failure,insight,incorrect,,
87584,88980,CrossOpenOnly,39,failure,insight,correct,,
88980,87584,CrossOpenOnly,40,failure,insight,correct,,
87584,95117,CrossOpenOnly,41,failure,unknown-incorrect,incorrect,,
95117,87584,CrossOpenOnly,42,failure,insight,incorrect,,
87584,88980,CrossOpenOnly,43,failure,insight,correct,,
88980,54861,CrossOpenOnly,44,failure,unknown-incorrect,incorrect,,
54861,88980,CrossOpenOnly,45,failure,insight,incorrect,,
88980,87584,CrossOpenOnly,46,failure,insight,incorrect,,
87584,88980,CrossOpenOnly,47,failure,insight,correct,,
88980,77077,CrossOpenOnly,48,failure,,,,
11551,87844,CrossOpenOnly,0,failure,unknown-incorrect,incorrect,,
87844,85862,CrossOpenOnly,1,failure,insight,incorrect,,
85862,85862,CrossOpenOnly,2,failure,insight,correct,,
85862,85862,CrossOpenOnly,3,failure,insight,incorrect,,
85862,85862,CrossOpenOnly,4,failure,insight,correct,,
85862,85862,CrossOpenOnly,5,failure,insight,correct,,
85862,85862,CrossOpenOnly,6,failure,insight,correct,,
85862,74461,CrossOpenOnly,7,failure,unknown-incorrect,incorrect,,
74461,54634,CrossOpenOnly,8,failure,unknown-correct,correct,,
54634,83962,CrossOpenOnly,9,failure,unknown-correct,correct,,
